place_i,place_j,shared_users,place_i_users,place_j_users,pci,dir_pci
KGZ,MWI,2,983,1396,1.707,1.433
BLZ,GAB,4,1549,1522,2.605,2.628
ITA,BRA,9544,302492,1284039,15.314,7.433
GAB,CAN,41,1522,384644,1.695,0.107
ROU,BHS,64,18903,7854,5.253,8.149
FIN,PRI,79,32500,48671,1.986,1.623
TUR,TGO,21,717647,908,0.823,23.128
BGR,XAD,4,5496,135,4.644,29.630
LBY,EGY,162,2753,156265,7.811,1.037
DEU,TON,8,273307,125,1.369,64.000
ATF,ESP,3,5,612306,1.715,0.005
MWI,GHA,33,1396,56052,3.731,0.589
HTI,PSE,12,2693,3954,3.677,3.035
AND,SGP,38,4256,75983,2.113,0.500
CYP,BHR,37,4285,9721,5.733,3.806
CYM,KHM,11,1631,5940,3.534,1.852
BIH,SJM,3,2960,407,2.733,7.371
KHM,BHR,19,5940,9721,2.500,1.955
TUR,ERI,5,717647,65,0.732,76.923
LCA,COL,36,1263,236920,2.081,0.152
ZMB,MYT,2,9787,123,1.823,16.260
GMB,ISR,7,542,10149,2.985,0.690
HTI,ZWE,15,2693,13401,2.497,1.119
GTM,GRC,112,9361,61903,4.653,1.809
BFA,AUT,12,508,61352,2.149,0.196
BLR,POL,465,4614,58288,28.355,7.978
AZE,NRU,2,4083,12,9.035,166.667
PNG,KNA,1,451,641,1.860,1.560
GLP,IND,28,1022,869366,0.939,0.032
KAZ,COL,40,3178,236920,1.458,0.169
PER,LKA,122,81652,7471,4.940,16.330
MDG,ARM,7,754,1505,6.571,4.651
GUY,BRB,31,442,2089,32.261,14.840
GUY,MWI,2,442,1396,2.546,1.433
VUT,HRV,8,199,9250,5.896,0.865
GTM,TWN,48,9361,61165,2.006,0.785
PRY,JPN,209,39492,1087206,1.009,0.192
GRC,LIE,47,61903,748,6.907,62.834
FSM,NAM,1,50,2871,2.639,0.348
LVA,POL,984,9833,58288,41.102,16.882
SJM,PYF,2,407,766,3.582,2.611
VNM,GUY,9,47073,442,1.973,20.362
ERI,TTO,1,65,2571,2.446,0.389
EST,THA,294,7914,349012,5.594,0.842
GUY,DOM,14,442,46940,3.074,0.298
ETH,SOM,31,2741,1345,16.145,23.048
CYP,TGO,2,4285,908,1.014,2.203
XAD,CYP,97,135,4285,127.535,22.637
SLE,FSM,2,638,50,11.198,40.000
PRI,PAK,50,48671,102573,0.708,0.487
TJK,GBR,27,257,1172344,1.555,0.023
ALB,SWZ,1,1755,788,0.850,1.269
JEY,CYM,3,2019,1631,1.653,1.839
JAM,ISR,86,8567,10149,9.223,8.474
GEO,JAM,14,4124,8567,2.355,1.634
BGD,PHL,433,38564,571031,2.918,0.758
TJK,EGY,9,257,156265,1.420,0.058
CZE,BTN,8,43191,727,1.428,11.004
VIR,TLS,1,4378,218,1.024,4.587
IND,SMR,39,869366,869,1.419,44.879
WSM,CPV,5,228,948,10.755,5.274
FJI,MAC,10,1393,4155,4.157,2.407
CZE,VCT,5,43191,373,1.246,13.405
LBR,GIN,10,635,1066,12.154,9.381
FIN,ZAF,347,32500,180112,4.535,1.927
PER,SSD,22,81652,1682,1.877,13.080
UGA,DOM,26,20930,46940,0.830,0.554
TUV,KOR,3,11,111488,2.709,0.027
NAM,HTI,6,2871,2693,2.158,2.228
MLI,ITA,64,925,302492,3.826,0.212
BGR,TLS,5,5496,218,4.568,22.936
ARE,LBN,785,172797,6368,23.665,123.273
URY,FRO,4,48468,272,1.102,14.706
GNQ,ALB,2,196,1755,3.410,1.140
SMR,SJM,1,869,407,1.681,2.457
PNG,MOZ,6,451,2682,5.455,2.237
NZL,MMR,119,29647,4807,9.968,24.756
SAU,RWA,13,517797,2415,0.368,5.383
MNP,GLP,1,269,1022,1.907,0.978
IND,LAO,191,869366,2983,3.751,64.030
BDI,KHM,3,289,5940,2.290,0.505
CRI,MSR,3,27611,77,2.057,38.961
CYP,MAR,98,4285,35288,7.970,2.777
NOR,MUS,49,31294,1957,6.261,25.038
OMN,BOL,18,40057,5771,1.184,3.119
HRV,SVK,253,9250,3599,43.849,70.297
DEU,VIR,129,273307,4378,3.729,29.466
FRA,MYT,51,487938,123,6.583,414.634
BLZ,AZE,6,1549,4083,2.386,1.470
SYR,REU,1,1493,2224,0.549,0.450
UGA,MDA,7,20930,737,1.782,9.498
KWT,SYC,14,110415,534,1.823,26.217
ISL,IDN,359,5949,797242,5.213,0.450
MYT,ZMB,2,123,9787,1.823,0.204
MMR,FRO,9,4807,272,7.871,33.088
LAO,EGY,66,2983,156265,3.057,0.422
SLB,FJI,8,74,1393,24.917,5.743
PRI,ARE,356,48671,172797,3.882,2.060
DNK,USA,8740,38106,4704692,20.642,1.858
HUN,BMU,13,30689,997,2.350,13.039
AND,KEN,18,4256,62817,1.101,0.287
XNC,SRB,39,3582,17319,4.952,2.252
GLP,AUS,28,1022,179728,2.066,0.156
BGD,HTI,14,38564,2693,1.374,5.199
SWE,MLI,17,59123,925,2.299,18.378
BGR,ALB,97,5496,1755,31.233,55.271
NRU,SSD,1,12,1682,7.039,0.595
CMR,BRA,90,9757,1284039,0.804,0.070
GIN,LKA,4,1066,7471,1.417,0.535
CAN,NGA,2027,384644,218728,6.988,9.267
GUM,BRB,1,3958,2089,0.348,0.479
AUS,SSD,69,179728,1682,3.969,41.023
VUT,VUT,199,199,199,1000.000,1000.000
FSM,BLZ,1,50,1549,3.593,0.646
LUX,GTM,15,8446,9361,1.687,1.602
CUB,JOR,77,6315,27790,5.812,2.771
TUR,IMN,41,717647,2568,0.955,15.966
AND,JAM,6,4256,8567,0.994,0.700
ARM,DZA,13,1505,21587,2.281,0.602
TZA,GAB,17,25444,1522,2.732,11.170
PRY,IMN,1,39492,2568,0.099,0.389
NRU,HTI,1,12,2693,5.563,0.371
PRI,ISR,132,48671,10149,5.939,13.006
USA,EGY,6688,4704692,156265,7.800,42.799
VUT,KGZ,2,199,983,4.522,2.035
AZE,IRN,108,4083,14530,14.022,7.433
CYP,IRQ,12,4285,8149,2.031,1.473
SSD,BTN,1,1682,727,0.904,1.376
TGO,DNK,8,908,38106,1.360,0.210
HRV,CIV,12,9250,2962,2.293,4.051
KOR,BRA,1264,111488,1284039,3.341,0.984
COD,SYR,18,4194,1493,7.193,12.056
LUX,SVK,56,8446,3599,10.157,15.560
JOR,SRB,112,27790,17319,5.105,6.467
TGO,URY,4,908,48468,0.603,0.083
TUN,PRK,6,3690,450,4.656,13.333
SJM,MUS,2,407,1957,2.241,1.022
YEM,PNG,2,1355,451,2.558,4.435
ZAF,PYF,51,180112,766,4.342,66.580
SWZ,LBR,2,788,635,2.827,3.150
UGA,SYC,6,20930,534,1.795,11.236
MAC,COG,4,4155,1963,1.401,2.038
BOL,GNB,3,5771,98,3.989,30.612
COM,NPL,5,104,8375,5.357,0.597
NAM,IDN,82,2871,797242,1.714,0.103
SDN,ALB,6,15075,1755,1.166,3.419
LBR,GUF,1,635,303,2.280,3.300
HTI,ESH,3,2693,555,2.454,5.405
HRV,BMU,17,9250,997,5.598,17.051
COL,AND,106,236920,4256,3.338,24.906
PAN,XNC,5,12245,3582,0.755,1.396
HUN,ALA,9,30689,444,2.438,20.270
BOL,PNG,8,5771,451,4.959,17.738
GRL,OMN,9,447,40057,2.127,0.225
MAR,SYR,35,35288,1493,4.822,23.443
PRT,NAM,68,114156,2871,3.756,23.685
ALA,SMR,2,444,869,3.220,2.301
POL,PSE,143,58288,3954,9.420,36.166
CMR,FIN,19,9757,32500,1.067,0.585
DOM,PLW,1,46940,116,0.429,8.621
ECU,THA,305,61055,349012,2.089,0.874
HKG,ESP,2102,42552,612306,13.022,3.433
EST,BOL,21,7914,5771,3.107,3.639
UGA,MSR,2,20930,77,1.575,25.974
DEU,SDN,184,273307,15075,2.867,12.206
SYC,SRB,12,534,17319,3.946,0.693
DMA,SVN,4,246,3390,4.380,1.180
CHE,DNK,2160,76384,38106,40.036,56.684
NGA,VEN,101,218728,71139,0.810,1.420
SVK,AFG,9,3599,1444,3.948,6.233
CRI,DOM,515,27611,46940,14.305,10.971
BES,CYP,4,414,4285,3.003,0.933
SYR,MDG,5,1493,754,4.713,6.631
LCA,SLE,3,1263,638,3.342,4.702
BMU,ARG,26,997,410228,1.286,0.063
HTI,ISL,13,2693,5949,3.248,2.185
DMA,PRY,1,246,39492,0.321,0.025
ERI,GUY,1,65,442,5.900,2.262
SVN,CYP,39,3390,4285,10.233,9.102
UKR,IDN,380,19011,797242,3.087,0.477
CUB,NRU,2,6315,12,7.265,166.667
MLI,POL,12,925,58288,1.634,0.206
COD,IRL,59,4194,107364,2.780,0.550
MDG,NAM,17,754,2871,11.554,5.921
IND,ZWE,214,869366,13401,1.983,15.969
MLI,GTM,6,925,9361,2.039,0.641
JPN,AUT,2889,1087206,61352,11.186,47.089
GUF,HUN,4,303,30689,1.312,0.130
ISR,HTI,27,10149,2693,5.165,10.026
ZWE,GBR,952,13401,1172344,7.595,0.812
MOZ,CUB,17,2682,6315,4.131,2.692
NGA,SHN,1,218728,29,0.397,34.483
RUS,KGZ,184,136230,983,15.900,187.182
BLZ,GUF,5,1549,303,7.298,16.502
GRD,MWI,3,547,1396,3.433,2.149
SWE,LKA,138,59123,7471,6.566,18.471
HUN,CAF,5,30689,176,2.151,28.409
KWT,TCD,5,110415,308,0.857,16.234
ITA,FIN,2669,302492,32500,26.918,82.123
ARM,CYM,5,1505,1631,3.191,3.066
LBR,MNE,1,635,1771,0.943,0.565
NOR,UZB,29,31294,1596,4.103,18.170
IRN,MKD,19,14530,1634,3.899,11.628
ETH,NLD,152,2741,191777,6.630,0.793
BEN,NPL,6,1200,8375,1.893,0.716
PER,BTN,21,81652,727,2.726,28.886
SYR,BGD,19,1493,38564,2.504,0.493
XKO,AZE,10,1164,4083,4.587,2.449
MLI,JAM,10,925,8567,3.552,1.167
PRI,KOR,184,48671,111488,2.498,1.650
CHN,SAU,1128,150889,517797,4.036,2.178
TKM,SJM,1,188,407,3.615,2.457
VGB,WSM,1,698,228,2.507,4.386
PRT,XKO,49,114156,1164,4.251,42.096
TUR,GMB,21,717647,542,1.065,38.745
JEY,DZA,3,2019,21587,0.454,0.139
XNC,GLP,2,3582,1022,1.045,1.957
WSM,RUS,10,228,136230,1.794,0.073
XNC,FRO,3,3582,272,3.039,11.029
USA,ATF,4,4704692,5,0.825,800.000
PYF,LVA,9,766,9833,3.279,0.915
VCT,GRC,20,373,61903,4.162,0.323
GRL,CRI,13,447,27611,3.700,0.471
CMR,PRK,1,9757,450,0.477,2.222
ETH,SAU,102,2741,517797,2.707,0.197
MOZ,LCA,4,2682,1263,2.173,3.167
SYC,NZL,20,534,29647,5.027,0.675
MEX,AUT,2004,594386,61352,10.494,32.664
CZE,PLW,3,43191,116,1.340,25.862
GUY,BWA,4,442,2692,3.667,1.486
MDG,DMA,5,754,246,11.610,20.325
KOR,BEN,13,111488,1200,1.124,10.833
SUR,AFG,3,319,1444,4.420,2.078
GRL,CZE,23,447,43191,5.235,0.533
NRU,BTN,2,12,727,21.413,2.751
GTM,TZA,45,9361,25444,2.916,1.769
CAN,TJK,17,384644,257,1.710,66.148
HKG,SYR,38,42552,1493,4.768,25.452
NER,TUR,29,518,717647,1.504,0.040
OMN,DEU,962,40057,273307,9.194,3.520
NOR,DZA,63,31294,21587,2.424,2.918
CAN,USA,117505,384644,4704692,87.350,24.976
SDN,BIH,8,15075,2960,1.198,2.703
NPL,NRU,1,8375,12,3.154,83.333
ARG,SMR,42,410228,869,2.224,48.331
CRI,NPL,64,27611,8375,4.209,7.642
FSM,SLE,2,50,638,11.198,3.135
NGA,LIE,5,218728,748,0.391,6.684
REU,MYT,20,2224,123,38.239,162.602
SLB,VEN,2,74,71139,0.872,0.028
PLW,BRA,6,116,1284039,0.492,0.005
DNK,ASM,4,38106,106,1.990,37.736
OMN,GIN,3,40057,1066,0.459,2.814
COG,DOM,11,1963,46940,1.146,0.234
IND,QAT,1746,869366,38118,9.591,45.805
XAD,POL,7,135,58288,2.495,0.120
MLT,MLT,3352,3352,3352,1000.000,1000.000
MWI,HND,4,1396,5203,1.484,0.769
KEN,VCT,7,62817,373,1.446,18.767
SUR,CAF,1,319,176,4.220,5.682
DJI,VUT,1,151,199,5.769,5.025
CYP,ISL,43,4285,5949,8.517,7.228
ARM,VGB,1,1505,698,0.976,1.433
TLS,ISR,7,218,10149,4.706,0.690
ALB,SSD,3,1755,1682,1.746,1.784
ZMB,KNA,4,9787,641,1.597,6.240
SGP,TUR,1364,75983,717647,5.841,1.901
GUM,MKD,1,3958,1634,0.393,0.612
PER,NIC,101,81652,3841,5.703,26.295
ASM,GNB,1,106,98,9.811,10.204
IND,IMN,49,869366,2568,1.037,19.081
NLD,TGO,31,191777,908,2.349,34.141
BLR,CYP,66,4614,4285,14.843,15.403
PAK,MUS,31,102573,1957,2.188,15.841
NPL,VUT,6,8375,199,4.648,30.151
MNG,ISR,18,2244,10149,3.772,1.774
HND,UZB,3,5203,1596,1.041,1.880
BIH,RUS,139,2960,136230,6.922,1.020
ARM,MUS,10,1505,1957,5.827,5.110
COM,MDA,2,104,737,7.224,2.714
AFG,MUS,7,1444,1957,4.164,3.577
BHR,CHL,21,9721,143661,0.562,0.146
PAK,GRD,5,102573,547,0.668,9.141
UKR,TUN,66,19011,3690,7.880,17.886
MYS,PHL,6097,300914,571031,14.708,10.677
KNA,TJK,1,641,257,2.464,3.891
SVK,ALA,2,3599,444,1.582,4.505
BRA,JOR,422,1284039,27790,2.234,15.185
HND,PSE,13,5203,3954,2.866,3.288
KWT,SOM,11,110415,1345,0.903,8.178
GUF,MYS,5,303,300914,0.524,0.017
AGO,SVK,8,2537,3599,2.648,2.223
MUS,FJI,14,1957,1393,8.479,10.050
KHM,ISL,80,5940,5949,13.458,13.448
MNG,TLS,4,2244,218,5.719,18.349
BEN,KNA,3,1200,641,3.421,4.680
UKR,PRI,61,19011,48671,2.005,1.253
GTM,ALB,15,9361,1755,3.701,8.547
BFA,MTQ,2,508,991,2.819,2.018
EST,ASM,1,7914,106,1.092,9.434
ZMB,CAN,149,9787,384644,2.428,0.387
LCA,LBR,1,1263,635,1.117,1.575
LBY,ETH,8,2753,2741,2.912,2.919
PRI,COD,43,48671,4194,3.010,10.253
ERI,GRL,2,65,447,11.733,4.474
BES,CAF,1,414,176,3.705,5.682
SJM,XNC,1,407,3582,0.828,0.279
IRQ,AZE,49,8149,4083,8.495,12.001
CAN,DNK,2046,384644,38106,16.900,53.692
FRO,JEY,3,272,2019,4.048,1.486
NER,NIC,1,518,3841,0.709,0.260
GNB,ZAF,8,98,180112,1.904,0.044
GUF,THA,7,303,349012,0.681,0.020
TCA,NGA,20,1467,218728,1.117,0.091
HTI,JPN,47,2693,1087206,0.869,0.043
TON,GHA,2,125,56052,0.756,0.036
PSE,JAM,30,3954,8567,5.155,3.502
GTM,KOR,71,9361,111488,2.198,0.637
LBY,LSO,1,2753,753,0.695,1.328
COL,GNB,4,236920,98,0.830,40.816
KGZ,SAU,37,983,517797,1.640,0.071
LAO,ETH,18,2983,2741,6.295,6.567
FIN,VCT,8,32500,373,2.298,21.448
DEU,IDN,4160,273307,797242,8.912,5.218
SGP,BEL,1219,75983,96930,14.204,12.576
COL,ASM,5,236920,106,0.998,47.170
LBN,COG,10,6368,1963,2.828,5.094
MYT,ALB,1,123,1755,2.152,0.570
NER,YEM,2,518,1355,2.387,1.476
BEN,PRT,20,1200,114156,1.709,0.175
BDI,ATG,2,289,1084,3.573,1.845
GNQ,GRC,4,196,61903,1.148,0.065
IND,GHA,494,869366,56052,2.238,8.813
JAM,GRC,177,8567,61903,7.686,2.859
MWI,ARG,13,1396,410228,0.543,0.032
DEU,PLW,7,273307,116,1.243,60.345
SLB,CHL,4,74,143661,1.227,0.028
KNA,HUN,8,641,30689,1.804,0.261
SAU,GUF,1,517797,303,0.080,3.300
LIE,GRD,1,748,547,1.563,1.828
CHE,BFA,20,76384,508,3.211,39.370
ROU,FRA,2798,18903,487938,29.134,5.734
JOR,BRA,422,27790,1284039,2.234,0.329
CYP,ARG,80,4285,410228,1.908,0.195
ZMB,DOM,14,9787,46940,0.653,0.298
ITA,GLP,93,302492,1022,5.289,90.998
BRB,MNE,10,2089,1771,5.199,5.647
SOM,MLT,2,1345,3352,0.942,0.597
BLR,PRY,11,4614,39492,0.815,0.279
MUS,JOR,46,1957,27790,6.238,1.655
COM,KNA,1,104,641,3.873,1.560
GNB,SDN,1,98,15075,0.823,0.066
TGO,BFA,12,908,508,17.669,23.622
KHM,ARG,176,5940,410228,3.565,0.429
BEL,CZE,3305,96930,43191,51.079,76.521
DEU,GUY,37,273307,442,3.366,83.710
KAZ,CHE,108,3178,76384,6.932,1.414
NCL,MNE,5,346,1771,6.387,2.823
CIV,WSM,3,2962,228,3.651,13.158
CAN,THA,3578,384644,349012,9.765,10.252
SWE,ATG,24,59123,1084,2.998,22.140
COG,FSM,3,1963,50,9.576,60.000
ZMB,MOZ,57,9787,2682,11.126,21.253
MAR,ALA,1,35288,444,0.253,2.252
KOR,BGD,172,111488,38564,2.623,4.460
ALB,LKA,16,1755,7471,4.419,2.142
MEX,VUT,28,594386,199,2.575,140.704
JPN,LIE,67,1087206,748,2.349,89.572
NZL,DNK,341,29647,38106,10.145,8.949
COL,PNG,8,236920,451,0.774,17.738
BRN,LTU,4,1425,5816,1.389,0.688
MUS,IRN,15,1957,14530,2.813,1.032
CHE,NER,8,76384,518,1.272,15.444
TGO,DJI,1,908,151,2.701,6.623
GNB,PRI,2,98,48671,0.916,0.041
SSD,TUR,28,1682,717647,0.806,0.039
MEX,KGZ,41,594386,983,1.696,41.709
KWT,MLT,23,110415,3352,1.196,6.862
VGB,FIN,8,698,32500,1.680,0.246
SUR,JAM,12,319,8567,7.259,1.401
LBN,GEO,47,6368,4124,9.171,11.397
TUN,NZL,51,3690,29647,4.876,1.720
EST,BFA,1,7914,508,0.499,1.969
ESH,CHN,15,555,150889,1.639,0.099
OMN,COM,3,40057,104,1.470,28.846
CYM,SWZ,1,1631,788,0.882,1.269
URY,PRK,4,48468,450,0.856,8.889
CIV,FRO,1,2962,272,1.114,3.676
CHL,FJI,40,143661,1393,2.828,28.715
CHE,COM,5,76384,104,1.774,48.077
HND,ISL,14,5203,5949,2.516,2.353
ATG,MTQ,27,1084,991,26.050,27.245
CAN,AND,135,384644,4256,3.337,31.720
AGO,LCA,3,2537,1263,1.676,2.375
HND,HND,5203,5203,5203,1000.000,1000.000
MLI,ESP,62,925,612306,2.605,0.101
VGB,CPV,6,698,948,7.376,6.329
DEU,HTI,53,273307,2693,1.954,19.681
MDA,TWN,19,737,61165,2.830,0.311
BES,GTM,9,414,9361,4.572,0.961
SGP,GRL,25,75983,447,4.290,55.928
LVA,GEO,87,9833,4124,13.662,21.096
GLP,CHN,20,1022,150889,1.611,0.133
MAR,FRA,7446,35288,487938,56.745,15.260
ZWE,ETH,82,13401,2741,13.530,29.916
HND,SMR,2,5203,869,0.941,2.301
CHN,MOZ,50,150889,2682,2.485,18.643
LCA,LBN,1,1263,6368,0.353,0.157
MDA,PAN,8,737,12245,2.663,0.653
GTM,ECU,197,9361,61055,8.240,3.227
GNQ,TZA,4,196,25444,1.791,0.157
DMA,CUB,10,246,6315,8.023,1.584
BRA,NRU,2,1284039,12,0.510,166.667
BHS,SYR,15,7854,1493,4.380,10.047
ETH,PRT,83,2741,114156,4.692,0.727
CYM,MEX,296,1631,594386,9.507,0.498
RWA,BRA,53,2415,1284039,0.952,0.041
ROU,SVK,183,18903,3599,22.187,50.847
IRL,FJI,32,107364,1393,2.617,22.972
GGY,LBN,2,1036,6368,0.779,0.314
MLI,AFG,4,925,1444,3.461,2.770
KAZ,DMA,4,3178,246,4.524,16.260
HTI,GHA,22,2693,56052,1.791,0.392
DZA,DJI,3,21587,151,1.662,19.868
BEN,BWA,12,1200,2692,6.677,4.458
MRT,CAF,4,429,176,14.557,22.727
SPM,GLP,1,21,1022,6.826,0.978
UZB,IRN,33,1596,14530,6.853,2.271
SRB,PNG,6,17319,451,2.147,13.304
GLP,GTM,8,1022,9361,2.586,0.855
KEN,IDN,530,62817,797242,2.368,0.665
IMN,LBR,1,2568,635,0.783,1.575
TUR,ZWE,629,717647,13401,6.414,46.937
DOM,YEM,5,46940,1355,0.627,3.690
ECU,GNB,2,61055,98,0.818,20.408
TKM,LBN,2,188,6368,1.828,0.314
CPV,XKO,1,948,1164,0.952,0.859
LCA,DMA,36,1263,246,64.585,146.341
PYF,SVN,12,766,3390,7.447,3.540
JEY,GRD,3,2019,547,2.855,5.484
AFG,PYF,1,1444,766,0.951,1.305
XNC,BRA,39,3582,1284039,0.575,0.030
REU,TCA,4,2224,1467,2.215,2.727
DNK,BFA,4,38106,508,0.909,7.874
PAN,UZB,7,12245,1596,1.583,4.386
ISL,GRL,81,5949,447,49.672,181.208
ISL,AGO,8,5949,2537,2.059,3.153
KHM,SLV,21,5940,19968,1.928,1.052
VNM,GRC,624,47073,61903,11.560,10.080
CIV,HND,3,2962,5203,0.764,0.577
STP,COL,7,69,236920,1.731,0.030
GEO,MYS,116,4124,300914,3.293,0.385
LVA,URY,28,9833,48468,1.283,0.578
PRK,TWN,30,450,61165,5.718,0.490
COL,KEN,273,236920,62817,2.238,4.346
OMN,GGY,5,40057,1036,0.776,4.826
SVK,TJK,4,3599,257,4.159,15.564
RUS,NLD,3096,136230,191777,19.154,16.144
BGD,VNM,339,38564,47073,7.957,7.202
JAM,TON,1,8567,125,0.966,8.000
AZE,NLD,165,4083,191777,5.897,0.860
TCD,KEN,17,308,62817,3.865,0.271
ARE,PYF,58,172797,766,5.041,75.718
TLS,PLW,1,218,116,6.288,8.621
MNG,NOR,37,2244,31294,4.415,1.182
HND,FRO,1,5203,272,0.841,3.676
URY,GMB,1,48468,542,0.195,1.845
ALB,TLS,2,1755,218,3.233,9.174
VUT,MLT,4,199,3352,4.898,1.193
GEO,THA,283,4124,349012,7.459,0.811
LUX,MYS,117,8446,300914,2.321,0.389
ARE,SLV,89,172797,19968,1.515,4.457
HKG,NER,4,42552,518,0.852,7.722
DNK,CUB,90,38106,6315,5.802,14.252
KOR,ARG,524,111488,410228,2.450,1.277
RWA,QAT,45,2415,38118,4.690,1.181
BGR,SWZ,1,5496,788,0.481,1.269
LBR,AUS,30,635,179728,2.808,0.167
ZAF,ARM,38,180112,1505,2.308,25.249
DEU,XAD,23,273307,135,3.786,170.370
IRN,LTU,20,14530,5816,2.176,3.439
NPL,CAN,363,8375,384644,6.396,0.944
LBN,SWE,95,6368,59123,4.896,1.607
GIN,TWN,5,1066,61165,0.619,0.082
COL,GNQ,7,236920,196,1.027,35.714
DZA,LCA,2,21587,1263,0.383,1.584
IRL,DOM,265,107364,46940,3.733,5.646
DNK,LCA,17,38106,1263,2.450,13.460
BRB,LBY,4,2089,2753,1.668,1.453
CAN,CYP,173,384644,4285,4.261,40.373
DJI,CAN,7,151,384644,0.919,0.018
CUB,LSO,5,6315,753,2.293,6.640
MNG,GUY,1,2244,442,1.004,2.262
OMN,CAF,4,40057,176,1.506,22.727
MNP,JPN,88,269,1087206,5.146,0.081
STP,MDG,3,69,754,13.153,3.979
SYR,GMB,3,1493,542,3.335,5.535
COL,GTM,531,236920,9361,11.275,56.725
HKG,BFA,5,42552,508,1.075,9.843
PHL,TLS,20,571031,218,1.793,91.743
NLD,CPV,96,191777,948,7.120,101.266
MAR,GAB,43,35288,1522,5.867,28.252
KEN,CMR,129,62817,9757,5.211,13.221
NLD,FIN,2232,191777,32500,28.272,68.677
CHN,LTU,188,150889,5816,6.346,32.325
BWA,GRD,4,2692,547,3.296,7.313
BEL,SYC,29,96930,534,4.031,54.307
POL,CHE,2202,58288,76384,33.001,28.828
MAR,GIN,28,35288,1066,4.565,26.266
FRO,LVA,9,272,9833,5.503,0.915
CAN,AFG,80,384644,1444,3.395,55.402
CAN,NCL,27,384644,346,2.340,78.035
CIV,ARG,31,2962,410228,0.889,0.076
SWE,TZA,209,59123,25444,5.389,8.214
ITA,ZWE,316,302492,13401,4.963,23.580
EST,BMU,6,7914,997,2.136,6.018
ATG,BRB,122,1084,2089,81.073,58.401
FRO,LBY,1,272,2753,1.156,0.363
PRI,GRL,20,48671,447,4.288,44.743
XNC,TGO,1,3582,908,0.554,1.101
PRT,VGB,39,114156,698,4.369,55.874
RWA,BHR,4,2415,9721,0.826,0.411
MAR,TJK,8,35288,257,2.657,31.128
POL,PRK,15,58288,450,2.929,33.333
TUV,MEX,2,11,594386,0.782,0.003
AUT,MAC,78,61352,4155,4.885,18.773
AGO,HUN,11,2537,30689,1.247,0.358
LBN,BES,2,6368,414,1.232,4.831
BLZ,AUS,72,1549,179728,4.315,0.401
XKO,BHS,2,1164,7854,0.661,0.255
EST,CIV,3,7914,2962,0.620,1.013
JOR,GMB,8,27790,542,2.061,14.760
COG,VUT,1,1963,199,1.600,5.025
SYC,CYM,4,534,1631,4.286,2.452
CAF,BOL,4,176,5771,3.969,0.693
QAT,TTO,14,38118,2571,1.414,5.445
BHS,BOL,37,7854,5771,5.496,6.411
HTI,BRA,103,2693,1284039,1.752,0.080
COL,LCA,36,236920,1263,2.081,28.504
LUX,USA,1537,8446,4704692,7.711,0.327
NLD,PRK,28,191777,450,3.014,62.222
BDI,TZA,44,289,25444,16.226,1.729
TZA,BHS,59,25444,7854,4.174,7.512
ROU,MNE,91,18903,1771,15.728,51.383
SAU,CUB,55,517797,6315,0.962,8.709
ASM,POL,4,106,58288,1.609,0.069
DZA,CIV,26,21587,2962,3.252,8.778
TJK,AUT,8,257,61352,2.015,0.130
CHE,SVK,347,76384,3599,20.928,96.416
HRV,BOL,47,9250,5771,6.433,8.144
NGA,MWI,55,218728,1396,3.148,39.398
SVK,HUN,866,3599,30689,82.402,28.219
BRB,CHN,53,2089,150889,2.985,0.351
ROU,MMR,70,18903,4807,7.343,14.562
EST,JAM,13,7914,8567,1.579,1.517
CMR,HKG,28,9757,42552,1.374,0.658
GEO,SWE,108,4124,59123,6.916,1.827
PAN,SUR,10,12245,319,5.060,31.348
SWZ,EST,5,788,7914,2.002,0.632
GHA,PRT,324,56052,114156,4.050,2.838
TUV,TON,2,11,125,53.936,16.000
SUR,DJI,1,319,151,4.556,6.623
SWZ,UZB,2,788,1596,1.783,1.253
PRY,LUX,16,39492,8446,0.876,1.894
COL,SGP,441,236920,75983,3.287,5.804
GMB,TUR,21,542,717647,1.065,0.029
SDN,PRI,34,15075,48671,1.255,0.699
ARG,WSM,10,410228,228,1.034,43.860
NOR,ARM,32,31294,1505,4.663,21.262
ASM,CIV,1,106,2962,1.785,0.338
AND,DNK,81,4256,38106,6.360,2.126
LBN,KWT,613,6368,110415,23.118,5.552
PRT,GRD,30,114156,547,3.796,54.845
NPL,MDA,12,8375,737,4.830,16.282
BEL,ATF,1,96930,5,1.436,200.000
PRI,PRI,48671,48671,48671,1000.000,1000.000
NOR,CHE,1673,31294,76384,34.219,21.902
PAK,SUR,9,102573,319,1.573,28.213
MAC,HUN,45,4155,30689,3.985,1.466
KWT,AUT,1286,110415,61352,15.625,20.961
CAF,UKR,7,176,19011,3.827,0.368
COD,JEY,4,4194,2019,1.375,1.981
XAD,HUN,7,135,30689,3.439,0.228
NIC,TCA,11,3841,1467,4.634,7.498
VUT,SEN,3,199,3434,3.629,0.874
TON,LBN,2,125,6368,2.242,0.314
ALB,ECU,23,1755,61055,2.222,0.377
PRY,SUR,3,39492,319,0.845,9.404
ROU,TJK,3,18903,257,1.361,11.673
TCD,CAF,5,308,176,21.475,28.409
CHE,GNQ,9,76384,196,2.326,45.918
MWI,GLP,1,1396,1022,0.837,0.978
EST,ALA,53,7914,444,28.274,119.369
VGB,BHR,1,698,9721,0.384,0.103
HKG,GNB,4,42552,98,1.959,40.816
